index,base,category,location,description,confidence,source_raw,data_mp4,data_cover,old_data_size_bytes,raw_size_bytes,duration_s,width,height,codec,bit_rate,status
45,e337e43337b64d737aae9f05f06e1f77,威尼斯人,威尼斯人/大型酒店综合体通行大厅,室内人流密集，顶部有方向指示牌，像酒店商场换乘/通行区。,中,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\e337e43337b64d737aae9f05f06e1f77_raw.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\45_威尼斯人通行大厅_方向指示牌和密集人流.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\45_威尼斯人通行大厅_方向指示牌和密集人流.jpg,422777,10013603,3.39,1920,1080,hevc,23654177,已用原始视频替换 data 中同编号 mp4，并重抽封面与关键帧
55,02538c6f575ca280002d5abf7e9ed623,威尼斯人,威尼斯人商场/酒店室内天花,再次竖幅拍摄彩绘天花、壁画和拱形装饰。,高,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\02538c6f575ca280002d5abf7e9ed623_raw.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\55_威尼斯人室内天花_彩绘壁画和拱廊装饰.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\55_威尼斯人室内天花_彩绘壁画和拱廊装饰.jpg,1453223,21948641,7.08,1920,1080,hevc,24686604,已用原始视频替换 data 中同编号 mp4，并重抽封面与关键帧
56,daecd0d8b8808c8be680f6b708135876,大炮台/回看片段,大三巴/大炮台一带步行段,石墙、坡道和游客环境，像从大三巴通往大炮台或澳门博物馆附近。,高,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\daecd0d8b8808c8be680f6b708135876_raw.mp4,E:\Project\1600\data\04_大三巴牌坊圣物宝库大炮台\56_大三巴大炮台步行段_石墙坡道和游客.mp4,E:\Project\1600\data\04_大三巴牌坊圣物宝库大炮台\56_大三巴大炮台步行段_石墙坡道和游客.jpg,2335504,35537741,11.18,1920,1080,hevc,25356837,已用原始视频替换 data 中同编号 mp4，并重抽封面与关键帧
57,faafee070309633018099fccfa926ff8,大炮台/回看片段,大炮台/周边步道,沿石墙和树荫步行，像在大炮台附近继续游览或转场。,中,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\faafee070309633018099fccfa926ff8_raw.mp4,E:\Project\1600\data\04_大三巴牌坊圣物宝库大炮台\57_大炮台周边步道_石墙树荫下步行.mp4,E:\Project\1600\data\04_大三巴牌坊圣物宝库大炮台\57_大炮台周边步道_石墙树荫下步行.jpg,1007991,11427426,3.07,1920,1080,hevc,29163993,已用原始视频替换 data 中同编号 mp4，并重抽封面与关键帧
58,942cb5784e24cda947f9da12b32cd241,威尼斯人,威尼斯人商场,室内仿欧式立面、彩色灯光和拱窗，明显是威尼斯人商场内景。,高,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\942cb5784e24cda947f9da12b32cd241_raw.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\58_威尼斯人商场_欧式立面灯光和拱窗.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\58_威尼斯人商场_欧式立面灯光和拱窗.jpg,2151079,49685985,15.86,1920,1080,hevc,24936308,已用原始视频替换 data 中同编号 mp4，并重抽封面与关键帧
59,218a4e2427f045e3f4b733c9fb9220d3,大炮台/回看片段,大炮台观景处,站在大炮台石墙边远眺澳门市区，高层建筑和城市天际线清晰可见。,高,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\218a4e2427f045e3f4b733c9fb9220d3_raw.mp4,E:\Project\1600\data\04_大三巴牌坊圣物宝库大炮台\59_大炮台观景处_石墙边俯瞰城市天际线.mp4,E:\Project\1600\data\04_大三巴牌坊圣物宝库大炮台\59_大炮台观景处_石墙边俯瞰城市天际线.jpg,2265823,34860236,11.3,1920,1080,hevc,24509457,已用原始视频替换 data 中同编号 mp4，并重抽封面与关键帧
60,7382a51ca636f1c265dd8e396c4c3b89,不确定,酒店/室内休息区,两人在暖色室内自拍，缺少明确标识，可能是酒店房间或商场/酒店内部休息空间。,低,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\7382a51ca636f1c265dd8e396c4c3b89_raw.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\60_室内休息区自拍_暖色室内两人自拍.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\60_室内休息区自拍_暖色室内两人自拍.jpg,2329511,61956560,21.78,1920,1080,hevc,22753748,已用原始视频替换 data 中同编号 mp4，并重抽封面与关键帧
61,e6b93ad1ae398590a7aacb88906e90ed,威尼斯人,威尼斯人商场,仿户外天空顶和欧式街景通道，属于威尼斯人商场区域。,高,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\e6b93ad1ae398590a7aacb88906e90ed_raw.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\61_威尼斯人商场_天空顶和欧式街景通道.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\61_威尼斯人商场_天空顶和欧式街景通道.jpg,1038823,14454676,8.14,1920,1080,hevc,14206069,已用原始视频替换 data 中同编号 mp4，并重抽封面与关键帧
62,f6ceb37beb4e90d4973b3e2f2b50f66e,威尼斯人,威尼斯人商场,威尼斯人商场内的仿天空顶与欧式购物街区，人群沿栏杆和店铺立面间移动。,中高,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\f6ceb37beb4e90d4973b3e2f2b50f66e_raw.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\62_威尼斯人商场_室内运河广场式购物街.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\62_威尼斯人商场_室内运河广场式购物街.jpg,956650,13852388,7.64,1920,1080,hevc,14505118,已用原始视频替换 data 中同编号 mp4，并重抽封面与关键帧
63,23d41389ea978113c9c324684635c434,威尼斯人,威尼斯人酒店/商场连通室内,吊灯、地毯和宽阔走廊，像威尼斯人酒店或会展/商场连通走廊。,中,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\23d41389ea978113c9c324684635c434_raw.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\63_威尼斯人酒店商场连通走廊_吊灯地毯宽阔通道.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\63_威尼斯人酒店商场连通走廊_吊灯地毯宽阔通道.jpg,629590,12859699,5.75,1920,1080,hevc,17881390,已用原始视频替换 data 中同编号 mp4，并重抽封面与关键帧
64,a19516304bc04823c5aa244d0284ec26,威尼斯人,威尼斯人酒店落客/停车入口,从威尼斯人室内门口望向落客/停车入口，可见车辆、人流和现场工作人员。,高,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\a19516304bc04823c5aa244d0284ec26_raw.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\64_威尼斯人交通入口_门口车辆和人流.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\64_威尼斯人交通入口_门口车辆和人流.jpg,342621,4508560,2.52,1920,1080,hevc,14331844,已用原始视频替换 data 中同编号 mp4，并重抽封面与关键帧
65,f7c3c2b349b0e35a7b786c11fd140c3b,威尼斯人,威尼斯人酒店/公共走廊,金色装饰、地毯和大厅式走廊，像威尼斯人酒店内部公共区域。,高,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\f7c3c2b349b0e35a7b786c11fd140c3b_raw.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\65_威尼斯人酒店公共走廊_金色装饰和地毯大厅.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\65_威尼斯人酒店公共走廊_金色装饰和地毯大厅.jpg,842903,22323437,6.86,1920,1080,hevc,26039490,已用原始视频替换 data 中同编号 mp4，并重抽封面与关键帧
66,dad3d608741b9dcbc24dd16c197c5cbb,NBA 店,澳门官方 NBA 店互动体验区,彩色篮球主题互动投篮区域，有计分屏和球场地面。,高,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\dad3d608741b9dcbc24dd16c197c5cbb_raw.mp4,E:\Project\1600\data\07_澳门官方NBA店\66_NBA店互动体验区_篮球投篮区计分屏.mp4,E:\Project\1600\data\07_澳门官方NBA店\66_NBA店互动体验区_篮球投篮区计分屏.jpg,13231591,195920303,62.07,1920,1080,hevc,25216743,已用原始视频替换 data 中同编号 mp4，并重抽封面与关键帧
67,05f292c327bd094405b9ae023c3c72de,威尼斯人,威尼斯人商场,从栏杆旁看多层欧式商铺立面和彩色招牌。,高,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\05f292c327bd094405b9ae023c3c72de_raw.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\67_威尼斯人商场_栏杆旁看多层欧式店铺.mp4,E:\Project\1600\data\06_威尼斯人商场酒店\67_威尼斯人商场_栏杆旁看多层欧式店铺.jpg,2075541,43834407,13.98,1920,1080,hevc,24950805,已用原始视频替换 data 中同编号 mp4，并重抽封面与关键帧
68,630f8f03365f1ef74b9c59ce1d57c5d2,NBA 店,澳门官方 NBA 店互动体验区,继续显示投篮游戏、倒计时和得分界面。,高,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\630f8f03365f1ef74b9c59ce1d57c5d2_raw.mp4,E:\Project\1600\data\07_澳门官方NBA店\68_NBA店互动体验区_投篮游戏倒计时得分界面.mp4,E:\Project\1600\data\07_澳门官方NBA店\68_NBA店互动体验区_投篮游戏倒计时得分界面.jpg,10291997,199055205,63.09,1920,1080,hevc,25212286,已用原始视频替换 data 中同编号 mp4，并重抽封面与关键帧
69,767626cefa7ad43620c1b32a596d74a4,返程交通,夜间返程公交/接驳车内,夜间返程车厢内人流拥挤，乘客站立抓扶手，窗外可见行驶中的道路灯光。,高,E:\wechat\xwechat_files\wxid_y96utu6cuc6p22_a45e\msg\video\2026-05\767626cefa7ad43620c1b32a596d74a4_raw.mp4,E:\Project\1600\data\05_公交地铁与返程交通\69_返程公交接驳车内_拥挤车厢站立扶杆.mp4,E:\Project\1600\data\05_公交地铁与返程交通\69_返程公交接驳车内_拥挤车厢站立扶杆.jpg,594407,15906822,4.86,1920,1080,hevc,26211035,已用原始视频替换 data 中同编号 mp4，并重抽封面与关键帧
